39, State-gov, Bachelors, Never-married, White, Male, United-States
55, Private, Some-college, Married-civ-spouse, White, Male, United-States
22, Private, HS-grad, Never-married, White, Male, United-States
21, Private, Some-college, Never-married, White, Female, United-States
40, Private, Bachelors, Married-civ-spouse, White, Male, United-States
30, Private, Bachelors, Never-married, Black, Male, Germany
29, State-gov, Bachelors, Married-civ-spouse, White, Male, United-States
19, Private, Some-college, Never-married, Black, Male, United-States
47, Private, Bachelors, Married-civ-spouse, White, Female, United-States
20, Private, Some-college, Never-married, White, Female, United-States
31, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
39, Private, Some-college, Divorced, White, Male, United-States
28, Private, Assoc-acdm, Never-married, White, Female, United-States
24, Private, HS-grad, Never-married, White, Female, United-States
38, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
37, Private, Bachelors, Married-civ-spouse, White, Male, United-States
46, Private, Assoc-acdm, Divorced, Black, Female, United-States
38, Federal-gov, Masters, Married-civ-spouse, White, Male, Iran
43, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
27, Private, Assoc-voc, Married-civ-spouse, White, Female, United-States
20, Private, Some-college, Never-married, White, Male, United-States
49, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
61, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
27, Private, Some-college, Never-married, White, Female, United-States
19, Private, Some-college, Never-married, White, Male, Mexico
45, Private, Assoc-voc, Never-married, White, Female, United-States
70, Private, Some-college, Never-married, White, Male, United-States
31, Private, HS-grad, Never-married, Black, Female, United-States
22, Private, Some-college, Married-civ-spouse, White, Male, United-States
36, Private, HS-grad, Widowed, White, Female, United-States
64, Private, 11th, Married-civ-spouse, White, Male, United-States
47, Local-gov, Some-college, Divorced, White, Female, Mexico
34, Private, HS-grad, Never-married, White, Female, United-States
33, Private, Bachelors, Never-married, Asian-Pac-Islander, Female, Philippines
21, Private, HS-grad, Never-married, White, Male, United-States
48, Private, HS-grad, Married-civ-spouse, White, Male, United-States
23, Private, Bachelors, Never-married, White, Male, United-States
71, Self-emp-not-inc, Some-college, Separated, Black, Male, United-States
29, Private, HS-grad, Divorced, White, Male, United-States
42, Private, Bachelors, Separated, Black, Male, United-States
25, Private, HS-grad, Never-married, White, Female, United-States
44, Self-emp-inc, Masters, Divorced, Asian-Pac-Islander, Female, United-States
28, Private, HS-grad, Never-married, Asian-Pac-Islander, Female, England
45, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, United-States
36, Private, Some-college, Divorced, White, Female, Mexico
39, Federal-gov, Assoc-acdm, Never-married, White, Male, United-States
46, State-gov, Masters, Widowed, White, Male, United-States
18, Private, 11th, Never-married, White, Male, United-States
66, Local-gov, Assoc-voc, Widowed, White, Female, United-States
27, Private, HS-grad, Never-married, White, Male, United-States
28, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
51, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, Bachelors, Never-married, White, Male, United-States
28, State-gov, Bachelors, Married-civ-spouse, White, Male, United-States
27, Private, HS-grad, Married-spouse-absent, White, Female, United-States
21, Private, HS-grad, Never-married, Black, Male, United-States
34, Private, HS-grad, Never-married, Black, Male, United-States
18, Private, HS-grad, Never-married, White, Male, United-States
33, Private, Bachelors, Married-civ-spouse, White, Male, United-States
44, Local-gov, Some-college, Married-civ-spouse, Black, Male, United-States
43, Private, Some-college, Divorced, White, Female, United-States
30, Private, Some-college, Never-married, Black, Male, United-States
40, Private, 7th-8th, Married-civ-spouse, White, Male, Mexico
37, Federal-gov, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
41, Self-emp-not-inc, Bachelors, Divorced, White, Female, United-States
31, Private, Masters, Married-civ-spouse, White, Female, United-States
58, State-gov, Doctorate, Married-civ-spouse, White, Male, United-States
38, Private, Some-college, Divorced, Black, Female, United-States
24, Private, Some-college, Married-civ-spouse, White, Male, United-States
41, Local-gov, Bachelors, Married-civ-spouse, Black, Male, United-States
47, Private, Some-college, Married-civ-spouse, White, Male, United-States
41, Federal-gov, Bachelors, Married-civ-spouse, White, Male, United-States
23, Private, 5th-6th, Married-civ-spouse, White, Male, Mexico
36, Private, Some-college, Divorced, White, Male, United-States
40, Federal-gov, Masters, Never-married, White, Female, United-States
35, Private, Masters, Married-civ-spouse, White, Male, United-States
24, Self-emp-not-inc, HS-grad, Never-married, White, Male, United-States
26, Private, Masters, Never-married, White, Female, United-States
51, Private, Bachelors, Married-civ-spouse, White, Male, United-States
42, Local-gov, Some-college, Never-married, White, Female, United-States
37, State-gov, HS-grad, Divorced, White, Female, United-States
18, Private, 11th, Never-married, White, Female, United-States
36, Private, Bachelors, Married-civ-spouse, Black, Male, United-States
35, Private, HS-grad, Divorced, White, Male, United-States
58, Self-emp-inc, HS-grad, Married-civ-spouse, White, Female, United-States
17, Private, 11th, Never-married, White, Female, United-States
44, Local-gov, HS-grad, Married-civ-spouse, Black, Male, United-States
37, Private, HS-grad, Married-civ-spouse, White, Male, United-States
35, Private, Some-college, Never-married, Amer-Indian-Eskimo, Female, United-States
60, Private, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
54, Self-emp-inc, 7th-8th, Married-civ-spouse, White, Male, United-States
37, Private, Bachelors, Never-married, Black, Male, United-States
50, Private, Assoc-acdm, Divorced, White, Female, United-States
38, Private, Bachelors, Married-civ-spouse, White, Male, Poland
45, Private, Bachelors, Married-civ-spouse, White, Male, United-States
25, Private, 10th, Never-married, White, Male, United-States
31, Private, Some-college, Married-civ-spouse, White, Male, United-States
90, Private, HS-grad, Never-married, Black, Male, United-States
54, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
53, Local-gov, Preschool, Never-married, White, Female, United-States
18, Private, HS-grad, Never-married, White, Female, United-States
66, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
75, Private, Assoc-voc, Widowed, White, Female, Columbia
65, Private, HS-grad, Divorced, White, Female, United-States
35, Private, 11th, Separated, Black, Male, United-States
41, Private, HS-grad, Divorced, Black, Female, United-States
25, Private, Some-college, Never-married, White, Male, United-States
33, Private, Some-college, Divorced, Other, Female, United-States
28, Private, Prof-school, Never-married, White, Male, United-States
59, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
40, State-gov, Some-college, Never-married, White, Female, United-States
41, Private, Bachelors, Married-civ-spouse, White, Male, Iran
38, Local-gov, Masters, Married-civ-spouse, White, Male, United-States
23, Private, HS-grad, Never-married, White, Male, United-States
40, Private, Bachelors, Married-civ-spouse, White, Male, United-States
41, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, United-States
24, State-gov, Assoc-acdm, Married-civ-spouse, White, Male, United-States
38, Private, Some-college, Divorced, White, Male, United-States
58, Private, HS-grad, Married-civ-spouse, White, Male, United-States
32, Private, HS-grad, Never-married, White, Female, United-States
40, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
41, Private, Prof-school, Married-civ-spouse, White, Female, United-States
42, Private, Bachelors, Married-civ-spouse, Black, Female, United-States
59, Local-gov, 10th, Widowed, Black, Female, United-States
19, Local-gov, Some-college, Never-married, White, Male, United-States
58, Private, Some-college, Never-married, White, Male, United-States
42, Self-emp-not-inc, HS-grad, Married-civ-spouse, Asian-Pac-Islander, Male, Cambodia
20, Private, HS-grad, Never-married, White, Female, United-States
32, Private, HS-grad, Separated, White, Female, United-States
45, Private, Assoc-voc, Widowed, White, Female, United-States
50, Private, 7th-8th, Divorced, White, Male, United-States
36, Private, Bachelors, Divorced, White, Female, United-States
45, Private, HS-grad, Married-civ-spouse, White, Male, United-States
17, Private, 11th, Never-married, White, Male, United-States
59, Private, Some-college, Married-civ-spouse, White, Male, United-States
26, Private, 11th, Married-civ-spouse, White, Male, United-States
37, Self-emp-inc, Some-college, Married-civ-spouse, Asian-Pac-Islander, Male, Thailand
64, Private, HS-grad, Married-civ-spouse, White, Male, United-States
33, Private, Bachelors, Never-married, White, Female, United-States
33, Private, HS-grad, Married-civ-spouse, White, Female, United-States
61, Private, HS-grad, Married-civ-spouse, White, Male, United-States
17, Private, 9th, Never-married, White, Male, United-States
50, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, United-States
27, Local-gov, Masters, Never-married, White, Male, United-States
30, Private, HS-grad, Divorced, White, Female, United-States
43, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
44, Private, Some-college, Married-civ-spouse, White, Male, United-States
35, Private, Some-college, Never-married, White, Female, United-States
25, Private, Some-college, Never-married, White, Female, United-States
24, Private, Some-college, Married-civ-spouse, White, Female, United-States
22, Private, Bachelors, Never-married, White, Female, Germany
42, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
34, Private, Assoc-acdm, Divorced, Black, Female, United-States
60, Private, Bachelors, Divorced, White, Female, United-States
21, Private, HS-grad, Never-married, White, Male, United-States
57, Federal-gov, Masters, Married-civ-spouse, White, Male, United-States
41, Private, Prof-school, Married-civ-spouse, White, Male, United-States
50, Private, Some-college, Divorced, White, Male, United-States
25, Private, Bachelors, Never-married, White, Female, United-States
50, Private, 7th-8th, Married-civ-spouse, White, Male, Ecuador
36, Private, Bachelors, Married-civ-spouse, White, Male, United-States
31, Private, HS-grad, Divorced, White, Female, United-States
29, Local-gov, Bachelors, Never-married, White, Male, United-States
21, Private, Some-college, Never-married, White, Male, United-States
27, Private, Bachelors, Never-married, Black, Female, United-States
65, Private, HS-grad, Married-civ-spouse, White, Male, United-States
37, Self-emp-inc, Bachelors, Divorced, White, Female, United-States
24, Private, HS-grad, Never-married, White, Male, United-States
38, Private, HS-grad, Divorced, White, Male, United-States
48, Private, Bachelors, Married-civ-spouse, White, Male, United-States
21, Private, Some-college, Never-married, Asian-Pac-Islander, Female, United-States
31, Private, HS-grad, Married-civ-spouse, White, Male, United-States
55, Private, HS-grad, Married-civ-spouse, White, Male, United-States
24, Private, Some-college, Married-civ-spouse, Asian-Pac-Islander, Female, Laos
43, Private, HS-grad, Divorced, White, Female, United-States
26, Private, Assoc-acdm, Never-married, White, Male, United-States
46, Private, Assoc-acdm, Never-married, White, Female, United-States
35, Private, Assoc-acdm, Married-civ-spouse, White, Male, United-States
41, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
34, Private, Masters, Married-civ-spouse, Asian-Pac-Islander, Male, Taiwan
36, Self-emp-not-inc, Bachelors, Divorced, Black, Female, United-States
22, Private, Some-college, Never-married, White, Male, United-States
24, Private, Some-college, Never-married, White, Male, United-States
77, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
22, Private, 5th-6th, Married-civ-spouse, White, Female, Mexico
29, Private, Some-college, Never-married, White, Female, United-States
62, Private, HS-grad, Widowed, White, Female, United-States
39, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
43, Private, Some-college, Married-civ-spouse, White, Male, United-States
35, Private, HS-grad, Divorced, White, Male, United-States
29, Private, 11th, Never-married, White, Female, United-States
76, Self-emp-not-inc, Masters, Married-civ-spouse, White, Male, United-States
63, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
43, Private, Some-college, Married-civ-spouse, White, Female, United-States
58, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
66, Private, HS-grad, Never-married, White, Male, United-States
41, Private, Some-college, Never-married, Black, Male, United-States
26, Private, Bachelors, Never-married, White, Male, United-States
47, Private, Assoc-voc, Never-married, White, Male, United-States
55, Local-gov, 10th, Married-civ-spouse, White, Male, United-States
53, Private, HS-grad, Married-civ-spouse, White, Male, United-States
17, Private, 5th-6th, Never-married, White, Male, Mexico
30, Private, HS-grad, Never-married, White, Male, United-States
49, Private, Masters, Never-married, White, Male, United-States
19, Private, HS-grad, Never-married, Black, Male, Haiti
45, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
26, Private, Assoc-acdm, Never-married, White, Male, United-States
38, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
36, State-gov, HS-grad, Married-civ-spouse, White, Male, United-States
33, Private, HS-grad, Never-married, White, Male, United-States
22, State-gov, Some-college, Never-married, Black, Female, United-States
43, Self-emp-not-inc, Bachelors, Never-married, White, Male, United-States
56, Private, Assoc-acdm, Married-spouse-absent, White, Male, Iran
31, Private, Bachelors, Never-married, White, Male, United-States
33, Private, Bachelors, Married-civ-spouse, White, Male, United-States
26, Private, HS-grad, Married-civ-spouse, White, Male, United-States
33, Private, Bachelors, Married-civ-spouse, White, Male, United-States
46, Local-gov, 11th, Married-civ-spouse, White, Male, United-States
38, Federal-gov, HS-grad, Married-civ-spouse, White, Male, United-States
65, Private, 11th, Widowed, Other, Male, United-States
40, Private, Assoc-voc, Married-civ-spouse, White, Male, United-States
42, Private, HS-grad, Married-civ-spouse, White, Female, United-States
26, Self-emp-not-inc, 9th, Married-civ-spouse, White, Male, Portugal
36, Private, 10th, Married-civ-spouse, White, Female, United-States
62, Private, Masters, Married-civ-spouse, White, Male, United-States
43, Private, Bachelors, Married-civ-spouse, White, Male, United-States
43, Private, Bachelors, Divorced, White, Male, United-States
22, Private, HS-grad, Married-spouse-absent, White, Male, United-States
28, Private, HS-grad, Married-civ-spouse, White, Male, United-States
56, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
22, Private, Assoc-acdm, Never-married, White, Female, United-States
57, Private, Bachelors, Divorced, White, Female, United-States
39, Private, HS-grad, Divorced, White, Female, United-States
26, Federal-gov, Some-college, Never-married, White, Female, United-States
17, Private, 11th, Never-married, White, Male, United-States
40, State-gov, Assoc-voc, Married-civ-spouse, White, Male, United-States
45, Private, HS-grad, Married-civ-spouse, Black, Male, United-States
44, Private, HS-grad, Never-married, Black, Male, United-States
20, Local-gov, Some-college, Never-married, White, Female, United-States
33, Private, HS-grad, Married-civ-spouse, White, Female, United-States
23, Private, Some-college, Never-married, White, Male, United-States
46, Self-emp-not-inc, Masters, Divorced, White, Male, United-States
38, Private, HS-grad, Married-civ-spouse, White, Male, United-States
54, Private, HS-grad, Divorced, White, Male, United-States
46, Private, 5th-6th, Divorced, White, Female, United-States
25, Private, Some-college, Married-civ-spouse, White, Male, United-States
46, Private, Some-college, Divorced, White, Female, United-States
36, Local-gov, Some-college, Married-civ-spouse, White, Female, United-States
23, Private, HS-grad, Never-married, White, Female, United-States
29, Private, HS-grad, Separated, White, Male, United-States
44, Private, Some-college, Married-civ-spouse, White, Female, United-States
19, Private, Some-college, Never-married, White, Female, United-States
19, Private, HS-grad, Never-married, White, Female, United-States
35, Private, HS-grad, Married-civ-spouse, White, Female, United-States
27, Private, Bachelors, Never-married, White, Male, United-States
46, Self-emp-not-inc, Assoc-acdm, Separated, White, Male, United-States
34, Private, HS-grad, Never-married, White, Female, United-States
44, Private, Some-college, Married-civ-spouse, White, Male, United-States
45, Private, Some-college, Divorced, White, Female, United-States
25, Private, Bachelors, Married-civ-spouse, White, Male, United-States
52, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
20, Private, Some-college, Never-married, White, Male, United-States
28, Private, Some-college, Never-married, White, Female, United-States
50, State-gov, Bachelors, Married-civ-spouse, White, Male, United-States
34, Private, Assoc-voc, Divorced, White, Female, United-States
28, Private, 7th-8th, Married-civ-spouse, Other, Male, Puerto-Rico
41, Private, Masters, Married-civ-spouse, White, Male, United-States
28, Private, HS-grad, Married-civ-spouse, White, Male, United-States
46, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Male, United-States
32, Private, Some-college, Married-civ-spouse, White, Male, United-States
41, Local-gov, Some-college, Divorced, Black, Female, United-States
24, Private, HS-grad, Never-married, Black, Female, United-States
33, Private, Some-college, Divorced, White, Female, United-States
46, Private, Doctorate, Married-civ-spouse, White, Male, United-States
31, State-gov, Some-college, Married-civ-spouse, White, Male, United-States
35, Private, 12th, Divorced, White, Male, United-States
52, Private, 1st-4th, Married-civ-spouse, White, Male, Mexico
30, Private, 11th, Never-married, White, Female, United-States
34, Local-gov, 11th, Separated, Black, Male, United-States
34, State-gov, HS-grad, Divorced, White, Female, United-States
20, Private, Some-college, Married-civ-spouse, White, Male, United-States
17, Private, 11th, Never-married, White, Male, United-States
32, State-gov, Bachelors, Married-civ-spouse, White, Female, United-States
29, Private, HS-grad, Divorced, White, Male, United-States
33, Private, 10th, Never-married, White, Female, United-States
25, Private, HS-grad, Married-civ-spouse, White, Male, United-States
36, Federal-gov, Masters, Never-married, White, Male, United-States
23, Private, HS-grad, Never-married, White, Male, Dominican-Republic
63, Self-emp-inc, HS-grad, Married-civ-spouse, White, Male, United-States
47, Local-gov, Masters, Married-civ-spouse, White, Male, United-States
40, Self-emp-not-inc, Bachelors, Married-spouse-absent, White, Female, United-States
30, Private, Assoc-acdm, Married-civ-spouse, White, Female, United-States
27, Private, Some-college, Never-married, Asian-Pac-Islander, Male, Philippines
33, Private, Masters, Married-civ-spouse, White, Male, United-States
34, Local-gov, HS-grad, Never-married, Black, Male, United-States
34, Local-gov, Some-college, Never-married, White, Female, United-States
23, Private, Some-college, Married-civ-spouse, White, Male, United-States
42, Local-gov, Some-college, Married-civ-spouse, White, Female, United-States
29, Private, Bachelors, Never-married, White, Male, United-States
45, Private, HS-grad, Divorced, White, Female, United-States
24, Federal-gov, HS-grad, Never-married, White, Male, United-States
44, Private, Some-college, Married-civ-spouse, White, Male, United-States
27, Private, 9th, Never-married, White, Male, Mexico
20, Private, Some-college, Never-married, White, Male, United-States
44, Private, HS-grad, Widowed, Black, Female, United-States
51, Private, HS-grad, Married-civ-spouse, Amer-Indian-Eskimo, Male, United-States
20, Private, HS-grad, Married-civ-spouse, White, Male, United-States
19, Private, HS-grad, Never-married, Black, Female, United-States
45, Self-emp-inc, Some-college, Married-civ-spouse, White, Male, United-States
60, Private, HS-grad, Married-civ-spouse, White, Male, United-States
44, Self-emp-not-inc, HS-grad, Married-civ-spouse, White, Female, United-States
40, Private, Assoc-voc, Married-civ-spouse, Asian-Pac-Islander, Male, United-States
30, Private, HS-grad, Married-civ-spouse, White, Female, United-States
38, Private, Some-college, Married-civ-spouse, Black, Male, United-States
23, Private, HS-grad, Married-civ-spouse, White, Male, United-States
44, Private, Assoc-acdm, Never-married, White, Male, United-States
54, Local-gov, HS-grad, Married-civ-spouse, Black, Male, United-States
32, Private, Bachelors, Married-civ-spouse, White, Male, United-States
50, Private, 1st-4th, Married-spouse-absent, White, Male, United-States
24, Private, Bachelors, Never-married, White, Female, United-States
37, Private, HS-grad, Married-civ-spouse, White, Female, United-States
52, Private, HS-grad, Divorced, White, Male, United-States
38, Private, Some-college, Married-civ-spouse, White, Male, United-States
49, Private, Masters, Married-civ-spouse, White, Male, United-States
30, Private, Bachelors, Married-civ-spouse, White, Female, United-States
60, Private, Some-college, Never-married, White, Male, United-States
35, Private, HS-grad, Never-married, White, Male, United-States
30, Private, HS-grad, Never-married, White, Male, United-States
67, Private, Assoc-voc, Divorced, White, Female, United-States
46, Private, Bachelors, Never-married, White, Female, United-States
17, Private, 9th, Never-married, White, Male, United-States
22, Private, Some-college, Never-married, White, Male, United-States
27, Private, 10th, Never-married, White, Male, United-States
23, Private, HS-grad, Never-married, White, Female, United-States
33, Private, Assoc-acdm, Married-civ-spouse, White, Male, Portugal
43, Self-emp-not-inc, Some-college, Married-civ-spouse, White, Male, United-States
28, State-gov, Bachelors, Never-married, White, Male, United-States
41, Private, HS-grad, Married-spouse-absent, White, Female, United-States
25, Private, Some-college, Married-spouse-absent, Black, Female, United-States
59, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
45, Local-gov, Bachelors, Divorced, White, Female, United-States
38, Private, Bachelors, Married-civ-spouse, White, Male, United-States
40, Private, HS-grad, Never-married, White, Female, United-States
46, Federal-gov, HS-grad, Divorced, White, Male, United-States
35, Private, Assoc-acdm, Never-married, White, Female, United-States
34, Private, HS-grad, Divorced, White, Female, United-States
33, Private, Bachelors, Never-married, White, Male, United-States
41, Private, HS-grad, Divorced, White, Female, United-States
20, Private, Some-college, Never-married, White, Male, United-States
23, Private, 5th-6th, Never-married, White, Male, El-Salvador
26, Private, Some-college, Never-married, White, Female, United-States
23, Local-gov, HS-grad, Never-married, White, Male, Poland
62, Local-gov, HS-grad, Married-civ-spouse, White, Male, United-States
52, Private, Some-college, Married-civ-spouse, White, Male, United-States
58, Private, Some-college, Divorced, White, Female, France
25, Private, Bachelors, Never-married, White, Female, United-States
24, Private, Bachelors, Never-married, Black, Male, United-States
19, Private, Some-college, Never-married, White, Male, United-States
43, Private, Some-college, Married-civ-spouse, White, Male, United-States
47, Local-gov, HS-grad, Separated, Black, Female, United-States
39, Private, HS-grad, Divorced, White, Female, United-States
49, Private, Assoc-voc, Married-spouse-absent, White, Male, United-States
32, Private, Assoc-voc, Never-married, White, Male, United-States
34, Private, Some-college, Married-civ-spouse, White, Male, United-States
28, Private, HS-grad, Divorced, White, Male, United-States
25, Private, Some-college, Never-married, Amer-Indian-Eskimo, Female, United-States
34, Private, Bachelors, Married-civ-spouse, White, Male, United-States
38, Self-emp-inc, Bachelors, Married-civ-spouse, White, Male, United-States
50, Private, HS-grad, Married-civ-spouse, White, Male, United-States
24, Local-gov, Some-college, Divorced, Black, Male, United-States
37, Local-gov, Some-college, Married-civ-spouse, White, Male, United-States
44, Private, Some-college, Divorced, White, Male, United-States
